Komentar,Nama Pengguna,Rating,Tanggal,Nama Aplikasi
Untuk aplikasinya akurat cuman ada yang kurang yaitu tambahin widget dong,Tedi Hambali,4,2024-09-07 15:47:55,InfoBMKG
"Ini kok ada notice tertulis "" test test "" dari BMKG ya ? 7 sept 2024 jam 22.16",Uler xexet,3,2024-09-07 15:18:00,InfoBMKG
Hai bisa tambah hin pendeteksian organisasi eropa German supaya Kalimantan tidak di kuasai eropa German secara diam diam,Uchil Multiverse,5,2024-09-07 04:23:15,InfoBMKG
"Informasi sangat lambat, saat ada gempa bumi tidak langsung update infonya Menunggu sampai 10mnt lebih baru keluar infonya Kalo semisal ada bencana lebih parah bisa bisa sudah porak poranda baru muncul peringatannya Sedangkan bencana gempa bumi ataupun sunami bisa terjadi dalam hitungan detik saja",ARI Arjuna,3,2024-09-07 03:07:02,InfoBMKG
"2x kek gini, lelet amat update info gempa. Keburu mati dulu baru ada notifikasi.",Nyoman,1,2024-09-07 02:08:15,InfoBMKG
cukup,Anantha Raditya,4,2024-09-07 02:07:36,InfoBMKG
Pemberitahuannya sangat lambat,Adi Bhawa,1,2024-09-07 02:00:09,InfoBMKG
Aplikasi tolol gempa besar lambat update,Mustika Gede,1,2024-09-07 02:00:01,InfoBMKG
Lama update gempa,ariold 2023,2,2024-09-07 01:57:03,InfoBMKG
"Aplikasi nya sangat membantu sekali,dan baik sekali ,dan semoga kedepan nya ada pengaturan tentang peringatan alaram sebelum akan terjadinya bencana biar lebih waspada lagi dalam peringatan nya... dan aplikasinya lebih baik lagi ... semoga lebih cepat pas ada gempa ,gpp dri yang lebih kecil gempanya infoin aja biar tau cepat ,terimakasih","Dede Solihah (Dhe, adza)",5,2024-09-06 19:51:41,InfoBMKG
Terbantu,Si Iteng,5,2024-09-06 09:25:04,InfoBMKG
Bagus,Sarah Safira,5,2024-09-06 08:48:01,InfoBMKG
"Hai team BMKG sebenarnya aplikasi nya sudah bagus untuk pengetahuan kita kalangan Masyarakat Namun masih banyak yg kekurangan nya Dan Tolong di perbaiki lagi update cuaca nya kadang masih ga akurat untuk info cuaca hr ini contoh nya info BMKG akan terjadi hujan, setalah cek ternyata ga ada hujan Tolong di perbaiki lagi ya Terima kasih",SAIFUL WALLY,3,2024-09-05 13:10:38,InfoBMKG
"Radar cuaca lambat memberikan informasi awan hujan, tolong di perbaiki lagi",Satria baja Hitam RX,3,2024-09-05 12:33:35,InfoBMKG
Up to date information,Markus Bagong,5,2024-09-05 09:03:40,InfoBMKG
Bagus cocok,ilham dermawan,5,2024-09-04 22:59:22,InfoBMKG
Sekarang baanyak kurang tepatnya untuk prediksi cuaca. Kalau gempa baru uptodate,Hudi _,4,2024-09-04 15:47:39,InfoBMKG
Saya juga mersakan ada nya guncangan tadi siang,Saprudin Cepan,5,2024-09-04 13:16:12,InfoBMKG
Sangat bermanfaat,Bobby Suyatman,5,2024-09-04 06:37:57,InfoBMKG
Cara mengetahui gempanya berpotensi tsunami bagaimana yah??,Karsi Yem,4,2024-09-04 06:14:35,InfoBMKG
"Apknya sudah bagus bisa mengetahui cepat/realtime info cuaca, gempa bumi, kondisi udara, yang saya tanyakan benar tidak info akan adanya gempa megathurst di indonesia? mohon dari pihak BMKG jelaskan terimakasih",Aryo Fadhillah,5,2024-09-03 11:35:36,InfoBMKG
ok,Muhammad Irham,5,2024-09-03 09:27:38,InfoBMKG
Dapat memantau langsung titik gempa dan peringatan cuaca dini hari,Siti nurkholima,5,2024-09-02 15:01:12,InfoBMKG
Pas,Dahlia Poland,5,2024-08-31 17:39:35,InfoBMKG
Ok,Lucky Aldiano,5,2024-08-31 08:54:37,InfoBMKG
Bagus,Isaii Tarangan,5,2024-08-30 13:05:37,InfoBMKG
Paan si gkjls GAK AKURAT,MuhammadRoland Fernando,1,2024-08-30 11:04:01,InfoBMKG
Sangat bermanfaat sekali krn bisa tau di Wilayah mn aj yg terkena musibah dan pemberitahusn nya pun jg cepat sekali,Mila Wati,5,2024-08-29 13:32:41,InfoBMKG
Good info,She Joy,5,2024-08-29 11:04:19,InfoBMKG
Tidak ada notifikasi pemberitahuan Kalo mau tau ada gempa atau tidaknya harus buka aplikasi dulu,Ajo Sutarjo,1,2024-08-29 03:53:22,InfoBMKG
Mantap,Diana Lestari,5,2024-08-29 00:28:21,InfoBMKG
Kumaha Allah,Lubis Kyai,5,2024-08-28 11:30:27,InfoBMKG
Sangat berguna,Ary Mustary,5,2024-08-28 10:54:55,InfoBMKG
Ok,Slamet Wates,4,2024-08-27 21:12:05,InfoBMKG
makasih info infonya,Wanz Tarou,5,2024-08-27 18:02:13,InfoBMKG
good sustainable,I Ketut Sudiarta,5,2024-08-27 14:42:07,InfoBMKG
"Sya pakai aplikasi ini untuk ngecek cuaca dan info gempa bumi di setiap daerah, mantap pokokonya Aplikasi ini",Sajidah dwi Ramadhani,5,2024-08-27 06:15:48,InfoBMKG
"Bagus sudah, tapi coba tolong min aktifkan alarm gempa, 1 menit kek sebelum kejadian🥹",Lidia Martina,5,2024-08-26 22:22:10,InfoBMKG
👍👍👍,yunus djuri mannau,4,2024-08-26 17:22:23,InfoBMKG
sangat berguna,christoffer manullang,5,2024-08-26 16:26:14,InfoBMKG
good slalu berkembang,HEN DAY,5,2024-08-26 14:30:00,InfoBMKG
Bisa dg cepat mengetahui pusat gempa,Pakle,1,2024-08-26 13:56:20,InfoBMKG
Usulan usahakan sebelum terjadi kejadian diinfokan dulu notif nya biar masyarakat bisa tau dan jaga jaga terima kasih,Ferdiyan sinaga,1,2024-08-26 13:56:12,InfoBMKG
Good,Elis sopiani,5,2024-08-26 13:36:36,InfoBMKG
pembodohan,EL Zippo,1,2024-08-26 13:23:33,InfoBMKG
Good,Dion Hendri,5,2024-08-26 13:19:21,InfoBMKG
bagus bangaet bisa melihat gempa,Paiman 1507,5,2024-08-26 13:15:06,InfoBMKG
Oke bmkg,Refta Dika Antaryawan,5,2024-08-26 13:13:00,InfoBMKG
Barusan ada gempa langsung ada notif waahh mbantu banget!!,Heru Nugroho,5,2024-08-26 13:00:04,InfoBMKG
Sangat bermepaat buat saya,Muhidin Udin,5,2024-08-26 07:13:38,InfoBMKG
bagus,dika 23,5,2024-08-26 05:09:11,InfoBMKG
Download aplikasi ini untuk jaga-jaga megatrust.!!,Alif Gazaly,5,2024-08-25 22:24:24,InfoBMKG
Muhammad Fateh Khaakaa,Muhammad fateh Radjasa,5,2024-08-25 20:59:22,InfoBMKG
Selalu update informasi dgn cepat,Julistyono Widodo,5,2024-08-25 13:29:40,InfoBMKG
Sangat bagus aplikasi tidak berat dan membantu Semoga tidak ada iklan,Triyana Malfiazi,5,2024-08-25 11:51:54,InfoBMKG
"Asalamualaikum kak, Alhamdulillah semenjak ada aplikasi ini kita dapat melihat cuaca dan titik gempanya tapi ada kurang 1 lagi kalaw bisa, tambah kan komentar live nya, biar ada yang kabarin kalaw terjadi apa apa dengan cuaca ataupun dengan lingkungan mereka, dan saya juga bisa berkomentar langsung tentang cuaca di daerah saya gitu",Soprin official store,4,2024-08-25 11:12:14,InfoBMKG
Apk ini bermanfaat,AARON WIBOWO,5,2024-08-25 07:04:19,InfoBMKG
🇲🇨 🆗,Cahyo Ristanto,3,2024-08-25 03:57:47,InfoBMKG
Jaga jaga kalo ada bencana,Fadhil Ahmad Hasbullah,5,2024-08-25 01:52:30,InfoBMKG
Sampaikan ke BMKG utk meletakkan ribuan alarm gempa di bagian dalam sumur² milik instansi atau warga atau membuat ribuan sumur sendiri dgn kedalaman ribuan meter yg dekat dgn akses wifi terdekat atau dgn kabel optik ke akses internet yg terhubung ke aplikasi. ini. Lalu semua hape diwajibkan ada aplikasi ini sehinggga jika terjadi gempa maka alarm central over the top pada aplikasi ini akan berbunyi keras untuk memperingatkan semua orang yg tinggalnya 10-100 km dari lokasi gempa.,Youdi Steve,1,2024-08-24 23:21:11,InfoBMKG
Good.................,rd herison,5,2024-08-24 22:44:39,InfoBMKG
bertindak setelah terjadi,Santi 2023,1,2024-08-24 12:37:14,InfoBMKG
berita sangat akurat,Kamaruddin Kamal,5,2024-08-24 10:16:22,InfoBMKG
Mantap infox,Raja Bahar,5,2024-08-24 07:35:51,InfoBMKG
Sangat penting,Andriwan Bang,5,2024-08-23 14:58:39,InfoBMKG
Sangat membantu pokoknya mantap,SahraAisyah Penyaeee,5,2024-08-23 07:28:46,InfoBMKG
Sangat membantu untuk mengetahui cuaca saat ini,veni uge,5,2024-08-23 06:11:47,InfoBMKG
Tampilan informasi sudah cukup bagus. Saran : bagian dashboard dibuat untuk user bisa save beberapa lokasi prakiraan cuaca dan dapat ditampilkan secara bersamaan. Terimakasih,Gary Christian,5,2024-08-23 00:13:40,InfoBMKG
Aplikasi ini sangat 2 berguna bagi untuk informasi gempa bumi tolong di upload lagi ya agar informasi gempa ketauan di hp ya terimakasih,Paris Stevano,5,2024-08-22 15:30:56,InfoBMKG
"Sok2an bilang mau gempa sampai mau sunami,gempa kecil sj GK bs lu prediksi apalagi yg gede ,cih",Raja Wali,1,2024-08-22 11:29:53,InfoBMKG
Okay banget loh kak,Adib Anwary,5,2024-08-22 10:55:35,InfoBMKG
megathrust meresahkan,AKBAR 911,5,2024-08-22 09:07:14,InfoBMKG
Terimakasih,Ahmad Arif Zulfan,5,2024-08-22 02:06:57,InfoBMKG
Apakah aplikasi mempunyai akses super user.. Untuk pemberintahun alarm peringatan,Arifya 72,5,2024-08-21 17:43:38,InfoBMKG
"Coba di percepat pemberitahuannya di BMKG utk gempa bumi, nanti 10 menit stelah gempa baru msuk pemberitahuannya kalau pusat gempanya di mana, klo 10 menit baru ada pemberitahuan, nanti udah tsunami dulu baru pemberitahuannya masuk donk.. 😭😭😭😭",Windha Bolung,5,2024-08-21 15:21:26,InfoBMKG
Sangat membantu,Irwansyah Syah,5,2024-08-21 14:04:57,InfoBMKG
Pas,Supandi Riski,5,2024-08-21 13:24:48,InfoBMKG
belum masuk di branda,Indi Sahindi,4,2024-08-21 13:06:57,InfoBMKG
Sangat membantu utk informasi cuaca dan gempa,Iwan Nazary,5,2024-08-21 13:01:59,InfoBMKG
Pemberitahuan nya lebih lambat dari kejadian.. seharus nya pemberitahuan dulu supaya kita bisa waspada,Penx Iis,5,2024-08-21 12:14:43,InfoBMKG
new update version vivo y 21 new version mobile device,Aris Wahyudi,5,2024-08-21 12:08:19,InfoBMKG
Ok,GROSSERO,5,2024-08-20 14:16:30,InfoBMKG
semoga lebih membantu,Arya AriaWati,5,2024-08-20 13:54:40,InfoBMKG
Bagus,Muhammad ihsan khoerul azzam,5,2024-08-20 11:45:49,InfoBMKG
Ya membantu sekali untuk masyarakat Indonesia buat kalian Jan lupa di donlod ya,Darman nak bungsel,5,2024-08-20 09:56:25,InfoBMKG
Untuk aplikasi WRS-BMKG tolong di update Fitur umpan balik tidak bisa di akses,Ikhzal,3,2024-08-20 09:14:30,InfoBMKG
Aplikasi yang bagus,lie tono,5,2024-08-20 04:14:19,InfoBMKG
siapa yg download bmkg karena khawatir ama gempa megatrusht,Ahmad Febrianto,5,2024-08-19 17:46:41,InfoBMKG
Hhe,Muhammad Rifkyatama,5,2024-08-19 16:17:34,InfoBMKG
apk yg sangat membantu tapi hanya sedikit org yang tau,Juni Irwansyah Juni,5,2024-08-19 10:09:18,InfoBMKG
bagus,Muhammad Syaefuddin,4,2024-08-19 05:30:33,InfoBMKG
"Aplikasinya sangat bermanfaat, tolong ya dibuat cocok di hp android apapun, soalnya banyak aplikasi sekarang yg tidak suport di hp android jadul",Paktres 0877,5,2024-08-19 03:26:59,InfoBMKG
Bagus tapi di perbagus lgi,Deky S,5,2024-08-18 20:53:31,InfoBMKG
semoga bisa membantu perkembangan tentang cuaca dan gempa bumi yg akan terjadi di daerah sendiri...👍🏻,Bain 1034,5,2024-08-18 19:51:19,InfoBMKG
Baru tau ada aplikasi ini... Thanks kamar jery... Sekarang kalau ada gempa lagi di rumah bisa tau tanpa menunggu update story orang orang di wa...,Blackseed Acount,5,2024-08-18 15:42:15,InfoBMKG
Oke punya,Sani Rajab,5,2024-08-18 14:24:14,InfoBMKG
Sangat membantu,Hanifa Dwi2006,5,2024-08-18 13:03:40,InfoBMKG
Membantu dalam mengetahui situadi gempa di sekitar kita.,Lily Pelupessy,5,2024-08-18 11:56:05,InfoBMKG
Nice,sempak 01 Jr,5,2024-08-18 10:59:32,InfoBMKG
Baik,Alirman Alirman,5,2024-08-18 08:43:55,InfoBMKG
Sangat baik,Abd salam Alam,3,2024-08-18 06:04:03,InfoBMKG
"Mohon tambahkan sistem peringatan sebelum gempa bumi seperti Jepang,bagi yang terdampak",Aa muhammad maulana,3,2024-08-18 01:04:23,InfoBMKG
Aplikasinya bagus nih,Taufik Taufikfatkurahman,5,2024-08-17 22:25:26,InfoBMKG
"Setiap ada gempa, notifikasinya ada 2, tolong bisa tidak notifikasinya 1 kali saja, terima kasih",A. Fadli Rahman A.,4,2024-08-17 21:03:59,InfoBMKG
Info yg terbaik dan terpenting,Eman Suganti,5,2024-08-17 17:18:25,InfoBMKG
"Tolong kepada pihak BMKG untuk pemberitahuan terkait GEMPA sebaiknya di tiadakan, jujur kami yg dari lombok merasakan ketakutan dari berita tersebut,kami kembali trauma lagi,sebaikan beritakan tentang cuaca saja,untuk gempa sebaiknya tidak",Izuna Hankee,4,2024-08-17 15:02:43,InfoBMKG
Okkk,Srit nay43,5,2024-08-17 10:29:59,InfoBMKG
Sangat membantu,Elsa Padang sesa,5,2024-08-17 03:56:43,InfoBMKG
"Aplikasinya bagus, cuma Cara seting suara notif kalo ada gempa gimna ya,,,",Bagus Setiawan,5,2024-08-17 02:23:39,InfoBMKG
Bagus dan membantu,Istiroh,4,2024-08-16 21:58:22,InfoBMKG
Berguna,ajwa 20inayah,5,2024-08-16 14:39:22,InfoBMKG
Aku berharap sangat bisa bermanfaat ya,Erika 7,5,2024-08-16 13:33:50,InfoBMKG
Sangat membantu,Samsudin,5,2024-08-16 13:06:52,InfoBMKG
Gak real-time,Fedri Hidayat,1,2024-08-16 11:43:06,InfoBMKG
Aplikasi sangat berguna 👍👍👍,ZIDAN A,5,2024-08-16 09:41:44,InfoBMKG
Makasih banyak,Putu Kartika yasa,5,2024-08-16 07:24:35,InfoBMKG
Plis aku takut bgt katanya ada gempa jadi aku download ini,Anindya Pramatya,5,2024-08-16 05:55:26,InfoBMKG
Sangat berguna,Irzan,5,2024-08-16 03:56:03,InfoBMKG
"Sangat membantu untung mencari informasi terkini, terutama cuaca",Arya Fatah maulana,5,2024-08-16 03:52:06,InfoBMKG
Update lagi fiturnya kayak di jepang sesuai lokasi supaya kalo ada gempa yang lebih dekat agar di munculkan notifikasi yang lebih oke seperti muncul di layar dan suara notif yang besar,Muhammad Raven Febrian,3,2024-08-15 23:49:08,InfoBMKG
Kenapa tak bisa digunakan / terpakai,Sapar Wadi,1,2024-08-15 22:54:19,InfoBMKG
Mantap,Muhardi Hal,5,2024-08-15 18:31:20,InfoBMKG
YA Allah lindungi kami,ANGGA AGUSTIAWAN,5,2024-08-15 17:09:59,InfoBMKG
aplikasi ini sangat bagus dan berguna,Titin Ilu,5,2024-08-15 16:59:59,InfoBMKG
"Gabisa dibukaa, stuck di logo aja😡",Brams sono,1,2024-08-15 16:30:28,InfoBMKG
Sangat membantu sekali,Cahyo Hudi Prayugo Cahyo.09-12-1996,5,2024-08-15 13:59:03,InfoBMKG
loading banget y ampun di buka ny lama bangetttttt,Yayu Setianingsih,3,2024-08-15 13:41:47,InfoBMKG
Berguna banget,Suhra Sura,4,2024-08-15 13:34:51,InfoBMKG
Kenapa gempah bumi allahuakbar,Mas Riyan,5,2024-08-15 13:19:12,InfoBMKG
"Aplikasi bagus,dan bijak",Hasya Filza Maulida,5,2024-08-15 13:04:44,InfoBMKG
Goood,Ismy Nurlaela,5,2024-08-15 12:45:50,InfoBMKG
👍👍👍👍,Vini Paliling,5,2024-08-15 12:41:32,InfoBMKG
"Aplikasi BMKG ini sangat bagus,hanya saja tidak ada peringatan dini gempa bumi/tsunami 😄😄😄",Naufal zahraan,5,2024-08-15 12:40:49,InfoBMKG
Klo bisa tambahin fitur buat tanya tanya semisal kita ingin tahu hal yang harus dilakukan saat bencana karna fitur ini akan sangat membantu,Hitori,5,2024-08-15 11:05:17,InfoBMKG
ini penting sih,Naila Novianti,5,2024-08-15 09:06:55,InfoBMKG
tolong kasih notif alarm bunyi yg keras jika terjadi gempa / stunami kaya orang jepang pas ada bencana otomatis semua orang dapet notif alarm bencana takutnya bencana nya tengah malem orang lagi tidur gak tahu,Bahrudin udin,3,2024-08-15 07:23:32,InfoBMKG
Sangat membantu dalam memperoleh informasi,Albertus Wibisono,5,2024-08-15 04:48:17,InfoBMKG
Ini Bagus,Muhamad Fardan,5,2024-08-15 02:57:35,InfoBMKG
Sangat membantu,Samuel Daan,5,2024-08-15 01:50:15,InfoBMKG
"Semoga megathrust yg di prediksi tidak berdampak buruk, dan semoga kita semua selalu dalam lindungan Tuhan yg Maha Esa. Aamiiin Ya Robbal'alamin.",M. Ashari,5,2024-08-14 20:38:00,InfoBMKG
Pesan dari saya mohon dari aplikasi BMKG jika bisa dibuatkan riwayat terjadinya fenomena alam ... Terima kasih banyak developer,Sai Fani,5,2024-08-14 18:03:21,InfoBMKG
testimoni dulu yh,Plentin hamonangan Siahaan,5,2024-08-14 17:31:42,InfoBMKG
Disuruh download sama vtuber PNS,Harvest44 gaming,5,2024-08-14 17:06:51,InfoBMKG
Akurat sebagai informasi yg diperlukan oleh masyarakat,Hari Sucahyo,5,2024-08-14 16:56:24,InfoBMKG
kesini gara2 ada berita mau ada gempa,Luxci Aditama,4,2024-08-14 16:19:10,InfoBMKG
Tidak bisa masuk ke aplikasi suhu hp langsung naik ketika buka app ini,Herry Kurniawan,1,2024-08-14 15:38:38,InfoBMKG
jumlah rakyat Indonesia ada 200juta lebih aplikasi ini penting karna Indonesia rawan bencana harusnya min ada 50juta org yg download aplikasi ini,kiral adindra,5,2024-08-14 14:29:00,InfoBMKG
Bagusssssss,mashuril Gaming,4,2024-08-14 14:00:15,InfoBMKG
Digunakan untuk persiapan gempa megathrust 😣,salwa salsabila,5,2024-08-14 09:58:27,InfoBMKG
Kapan sih ada shake alarm seperti di jepang pas terjadi gempa langsung berdering alarmnya,Engkos,1,2024-08-14 06:30:21,InfoBMKG
bagus tapi waktu sore dibilang bakal hujan tapi gak hujan?,azzam fahreza,4,2024-08-14 05:48:46,InfoBMKG
"Aplikasinya bagus. tapi, gak ada notifikasi bahaya ketika gempa ataupun tsunami. kalu bisa aplikasinya standart nya sama lah seperti jepang.",Vani Ananta Dekaulan Br Sitepu,4,2024-08-14 02:50:50,InfoBMKG
"Cukup bagus walau gak nyampek 90 persen akurat, cuman sebagai saran bisa ditambah waktu pasang dan surut air laut, sehingga mempermudah para nelayan untuk menentukan kapan waktu aman untuk pergi melaut",Penikmat Surga,3,2024-08-13 22:50:58,InfoBMKG
Good,Kai Zekke,5,2024-08-13 19:37:46,InfoBMKG
"Ada baiknya di tambahkan alarm EWS pada aplikasi, jadi buat yg sudah menginstal bisa mendapatkan sinyal sebelum terjadinya bencana, seperti di Jepang , alarm sudah menyala, walaupun belum terjadi Gempa. Alangkah baiknya menambahkan EWS di aplikasi ini, karena sekarang mayoritas orang Indonesia lebih sering memegang Smartphone daripada menonton TV.",KY Art,3,2024-08-13 16:07:59,InfoBMKG
Kenapa sekarang tidak bisa dibuka 🤔,Sabar Sabar,1,2024-08-13 07:28:46,InfoBMKG
Lama lama kok malah menurun ada gempa bumi GK muncul dan kalok muncul luamaaaa GK kayak dulu yg cepat beberapa detik muncul.... Tolong pentingkan informasi dan keselamatan masyarakat....,Van. Arifie,2,2024-08-13 03:13:05,InfoBMKG
SUDAH GEMPA BERITANYA BARU NONGOL!!,Yayan Oni,1,2024-08-13 03:12:19,InfoBMKG
T o p,Nanang Eko heri,5,2024-08-12 23:28:30,InfoBMKG
Aplikasi bagus banget mantap berguna untuk melihat mendeteksi gempa bumi,Fikri Muhamad fikri,5,2024-08-10 17:19:25,InfoBMKG
"kalo bukan karena vtuber, aku malas untuk unduh aplikasinya. hmmpphh.",Black Swan Minari,5,2024-08-09 19:39:49,InfoBMKG
Sangat membantu sekali...,Dwi Setya Budi Wiharsa,5,2024-08-08 14:11:42,InfoBMKG
"Aplikasi bagus,tapi kenapa BMKG.Gowa undurkan diri?, tolong jelaskan 🙏",Rizky T.H,4,2024-08-08 09:58:24,InfoBMKG
Saya senang lihat pertumbuhan awan hujan dari citra satelit,EDWARD STANERD,5,2024-08-08 05:41:26,InfoBMKG
Good,David Christianm,4,2024-08-07 23:12:36,InfoBMKG
Top,ridwan hasanudin,5,2024-08-07 11:34:10,InfoBMKG
Bermanfaat,Fahmi Aziz,5,2024-08-07 01:26:36,InfoBMKG
Good,Zaenal Moenir,5,2024-08-06 21:40:52,InfoBMKG
Sangat bermanfaat,EDWINE PRATIGNYO,5,2024-08-04 03:02:50,InfoBMKG
Akan ku unduh demi waifu baru... 😋,First Officer Hasim Firdaus,5,2024-08-04 01:39:39,InfoBMKG
Mau ngecek kualitas udara di daerah sendiri malah gabisa. Berkali2 coba klik tp cuma ngeloading aja.,Rezky Amelia,2,2024-08-03 17:24:18,InfoBMKG
Bagus,Wawan Sadiawan,5,2024-08-02 11:33:24,InfoBMKG
Bagus,Spegri384,3,2024-08-02 05:42:27,InfoBMKG
aplikasi yang sungguh sempurna di infokan di apl tersebut sore hujan ternyata muncul hujan!!!!!!,Steven Simatupang,5,2024-08-02 04:51:35,InfoBMKG
SAYA SETUJU DENGAN POSTINGAN INI,Simon Mairapea,5,2024-08-02 03:53:05,InfoBMKG
Aplikasi bagus,Irfan Irfan,5,2024-08-01 17:26:44,InfoBMKG
👍,Andi Surahman,5,2024-08-01 00:21:32,InfoBMKG
Mantap dan bagus,Andre Pancin,5,2024-07-31 13:20:08,InfoBMKG
"Sangat membantu, terimakasih developer, maju terus semakin baik kedepannya.",Lek Priyo11,5,2024-07-31 12:53:43,InfoBMKG
Tolong tambahkan fitur widget supaya bisa di tampilkan di beranda,Alien,5,2024-07-31 10:44:29,InfoBMKG
Tidak akurat cuaca hujan,Ismail Marzuki,1,2024-07-31 05:32:57,InfoBMKG
Berguna👍👍👍,rohman Fadhll,5,2024-07-29 23:47:06,InfoBMKG
Download aplikasi ini karena disuruh Shinna ☺,Prostek Media,5,2024-07-29 12:25:08,InfoBMKG
👍👍,Jafet Tatontos,5,2024-07-28 12:35:36,InfoBMKG
mantap akurat dan tepat,Daeng Kama,5,2024-07-28 10:24:58,InfoBMKG
Gw kesini karena shinna wkwk,Ghozali Ishaq,5,2024-07-28 09:02:18,InfoBMKG
The best aplikasi se Indonesia belum lagi maskotnya vtuber,velskud medea,5,2024-07-26 13:01:25,InfoBMKG
"Kurang akurat, masa angin dari selatan tenggara katanya dari timur laut",Sunar di,3,2024-07-25 07:35:47,InfoBMKG
Bagus,Ibethku 2210,5,2024-07-23 23:35:15,InfoBMKG
"Mantaaaaaaappp, memuaskan 👍👍👍",Ahmad Latif23,5,2024-07-22 10:32:20,InfoBMKG
Informasi sangat akurat,Agus Rachman,5,2024-07-19 22:32:43,InfoBMKG
Info ini luar biasa ada bencana alam seperti gempa atau lainnya,SK GH,4,2024-07-19 03:35:50,InfoBMKG
Ga ada widgetnya 😭 padahan penting banget biar ga ribet buka aplikasi tinggal cek di layar depan.,Desain Rumah,1,2024-07-17 16:53:10,InfoBMKG
Bagus,Moudy slat,5,2024-07-17 06:16:59,InfoBMKG
"Bisa mendeteksi gempa bumi, namun kadang-kadang tdk terdeteksi. Seperti gempa kemarin di batang, barusan di batang dan Wonosobo. Padahal saya lihat di laman BMKG fb ada gempa susulan . Di aplikasi ini gak muncul Mohon untuk ditingkatkan lagi Terimakasih",Khotimah Khusnul,4,2024-07-16 16:21:33,InfoBMKG
di tingkatkan lagi,RISKY QyQy,4,2024-07-16 15:53:51,InfoBMKG
Thanks BMKG,Adrian Fadli,5,2024-07-16 09:17:25,InfoBMKG
"Ok ,, terimakasih",Rahyang Sono,5,2024-07-15 15:40:01,InfoBMKG
Ok terima kasih,Bobby Brown,5,2024-07-15 12:39:24,InfoBMKG
Bagus tingkatkan lagi,Sutambah,5,2024-07-15 02:11:01,InfoBMKG
"Kurang akurat menurut saya, karena saya tinggal di ketinggian 2000mdpl dan udah memasuki musim dingin. Kenapa di aplikasi ini menunjukkan suhu di angka 29⁰ di malam hari wkwkwk.",Ahmad Jaiz,1,2024-07-14 12:03:14,InfoBMKG
Bagus dan akurat lumyan,Asmaur Rohman,5,2024-07-13 14:27:21,InfoBMKG
Tolong lebih akurat lagi untuk info cuacanya... Harus lebih tepat untuk update cuacanya.. Ini sangat penting untuk kami yang berprofesi sebagai nelayan.,Ken tamara,2,2024-07-12 00:30:48,InfoBMKG
"Hmm cukup informatif, semoga update kedepannya ada penambahan widget",Mayy Doo,5,2024-07-11 20:12:36,InfoBMKG
Info yg sangat berguna bagi masyarakat banyak,Nur Dayat,5,2024-07-11 17:44:18,InfoBMKG
Sangat membantu sekali aplikasi ini untuk menganalisis pola sebaran gempa...,Moch Arif,5,2024-07-11 14:35:59,InfoBMKG
Bagus,Andre New,5,2024-07-11 13:34:10,InfoBMKG
Trimakasih bagus,Bobon Abdul Saepudin,5,2024-07-11 12:48:27,InfoBMKG
👍👍👍,I Nyoman Siang,5,2024-07-11 11:01:40,InfoBMKG
Cukup membantu disetiap perjalanan saya 🙏🏽,Antung Soepriyadi,5,2024-07-11 10:41:57,InfoBMKG
